0.061526	0.000000
0.007926	0.000000
0.079194	44.000000
0.072514	2.000000
0.077790	3.000000
0.069592	4.000000
0.010556	5.000000
0.004911	6.000000
0.004457	7.000000
0.010801	8.000000
0.056042	9.000000
0.075119	10.000000
0.010342	11.000000
0.010558	12.000000
0.004955	13.000000
0.010736	14.000000
0.010741	15.000000
0.010698	16.000000
0.060147	17.000000
0.010360	18.000000
0.010279	19.000000
0.010691	20.000000
0.006499	21.000000
0.060780	22.000000
0.010166	23.000000
0.010813	24.000000
0.010449	25.000000
0.010895	26.000000
0.068302	27.000000
0.066385	28.000000
0.009853	29.000000
0.076433	30.000000
0.063858	31.000000
0.055134	32.000000
0.010911	33.000000
0.004517	34.000000
0.005039	35.000000
0.004767	36.000000
0.005441	37.000000
0.010594	38.000000
0.010892	39.000000
0.004912	40.000000
0.004988	41.000000
0.010986	42.000000
0.010667	43.000000
0.010773	44.000000
0.010727	45.000000
0.010622	46.000000
0.004361	47.000000
0.004719	48.000000
0.005348	49.000000
0.010558	50.000000
0.071556	51.000000
0.064435	52.000000
0.064191	53.000000
0.064320	54.000000
0.059133	55.000000
0.057313	56.000000
0.060997	57.000000
0.087823	58.000000
0.080114	59.000000
0.008903	0.000000
0.010237	1.000000
0.066339	2.000000
0.011094	3.000000
0.010448	4.000000
0.010479	5.000000
0.063981	6.000000
0.064389	7.000000
0.006319	8.000000
0.004902	9.000000
0.004729	10.000000
0.005047	11.000000
0.004748	12.000000
0.010500	13.000000
0.011303	14.000000
0.010264	15.000000
0.010077	16.000000
0.010662	17.000000
0.010866	18.000000
0.010445	19.000000
0.010597	20.000000
0.010988	21.000000
0.027276	24.000000
0.026993	25.000000
0.063537	47.000000
0.063537	48.000000
0.063537	49.000000
0.063537	50.000000
0.063537	51.000000
0.063537	52.000000
0.063537	53.000000
0.063537	54.000000
0.063537	55.000000
0.063537	56.000000
0.063537	57.000000
0.063537	58.000000
0.063537	59.000000
0.063537	0.000000
0.079116	1.000000
0.039045	2.000000
0.038340	3.000000
0.051814	4.000000
0.008152	5.000000
0.051228	6.000000
0.061960	8.000000
0.010570	8.000000
0.009831	9.000000
0.014565	10.000000
0.010080	11.000000
0.012067	12.000000
0.005344	13.000000
0.040022	15.000000
0.044888	15.000000
0.044101	17.000000
0.008475	18.000000
0.006519	19.000000
0.004462	19.000000
0.012506	20.000000
0.005553	21.000000
0.005890	22.000000
0.008168	23.000000
0.059072	24.000000
0.050692	25.000000
0.046135	27.000000
0.042161	28.000000
0.081792	28.000000
0.061052	29.000000
0.044442	30.000000
0.007886	31.000000
0.006432	32.000000
0.005556	33.000000
0.040402	34.000000
0.051767	35.000000
0.005006	36.000000
0.006218	37.000000
0.005917	38.000000
0.008082	39.000000
0.014864	40.000000
0.006016	41.000000
0.012715	42.000000
0.010801	43.000000
0.009988	44.000000
0.013309	45.000000
0.072315	46.000000
0.043074	47.000000
0.007458	49.000000
0.041002	49.000000
0.040431	50.000000
0.053219	51.000000
0.005405	52.000000
0.046118	53.000000
0.005900	54.000000
0.004018	56.000000
0.010170	56.000000
0.012652	57.000000
0.068117	58.000000
0.010720	59.000000
0.009784	0.000000
0.066076	1.000000
0.011732	2.000000
0.010544	3.000000
0.065971	4.000000
0.009315	5.000000
0.008954	6.000000
0.065856	7.000000
0.009109	8.000000
0.009978	9.000000
0.066005	10.000000
0.010224	11.000000
0.010588	12.000000
0.065882	13.000000
0.010344	14.000000
0.012794	15.000000
0.067116	16.000000
0.048453	17.000000
0.014209	18.000000
0.084083	19.000000
0.040539	20.000000
0.050316	21.000000
0.078604	22.000000
0.042368	23.000000
0.039860	24.000000
0.087579	25.000000
0.051797	26.000000
0.048766	27.000000
0.073715	28.000000
0.045339	29.000000
0.009658	30.000000
0.040008	31.000000
0.040008	32.000000
0.040008	33.000000
0.040008	34.000000
0.040008	35.000000
0.040008	36.000000
0.040008	37.000000
0.040008	38.000000
0.012957	39.000000
0.014331	46.000000
0.013881	47.000000
0.010872	8.000000
0.009333	9.000000
0.050029	10.000000
0.009612	11.000000
0.043207	12.000000
0.046097	42.000000
0.042950	43.000000
0.049769	44.000000
0.041767	45.000000
0.041627	46.000000
0.007338	53.000000
0.010142	14.000000
0.008758	15.000000
0.006229	16.000000
0.012546	17.000000
